Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
Centrosolar America,TM6S 265xx,,265,240.8,Mono-c-Si,1.634,60,1,N,9.16,38,8.6,31,46.9,-0.404,0.055,-0.305,0.99,1.65,0,0
Centrosolar America,TP6 265xx,,265,238.9,Multi-c-Si,1.634,60,1,N,9.12,38.5,8.55,31,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6S 265xx,,265,238.9,Multi-c-Si,1.634,60,1,N,9.12,38.5,8.55,31,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TM6 270xx,,270,244.5,Mono-c-Si,1.634,60,1,N,9.28,38.2,8.71,31.2,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6S 270xx,,270,244.5,Mono-c-Si,1.634,60,1,N,9.28,38.2,8.71,31.2,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6 275xx,,275,249.2,Mono-c-Si,1.634,60,1,N,9.36,38.4,8.8,31.4,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6S 275xx,,275,249.2,Mono-c-Si,1.634,60,1,N,9.36,38.4,8.8,31.4,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6 280xx,,280,253.8,Mono-c-Si,1.634,60,1,N,9.43,38.7,8.86,31.7,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6S 280xx,,280,253.8,Mono-c-Si,1.634,60,1,N,9.43,38.7,8.86,31.7,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6 285xx,,285,258.5,Mono-c-Si,1.634,60,1,N,9.47,39.1,8.91,32,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TM6S 285xx,,285,258.5,Mono-c-Si,1.634,60,1,N,9.47,39.1,8.91,32,47.8,-0.404,0.042,-0.278,0.99,1.65,0,0
Centrosolar America,TP7 290xx,,290,262,Multi-c-Si,1.95,72,1,N,8.52,44.9,8.03,36.3,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 290xx,,290,262,Multi-c-Si,1.95,72,1,N,8.52,44.9,8.03,36.3,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7 295xx,,295,266.6,Multi-c-Si,1.95,72,1,N,8.62,45.1,8.12,36.5,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 295xx,,295,266.6,Multi-c-Si,1.95,72,1,N,8.62,45.1,8.12,36.5,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7 300xx,,300,271.2,Multi-c-Si,1.95,72,1,N,8.72,45.3,8.21,36.7,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 300xx,,300,271.2,Multi-c-Si,1.95,72,1,N,8.72,45.3,8.21,36.7,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7 305xx,,305,275.9,Multi-c-Si,1.95,72,1,N,8.82,45.5,8.3,36.9,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 305xx,,305,275.9,Multi-c-Si,1.95,72,1,N,8.82,45.5,8.3,36.9,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7 310xx,,310,280.5,Multi-c-Si,1.95,72,1,N,8.9,45.7,8.39,37.1,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 310xx,,310,280.5,Multi-c-Si,1.95,72,1,N,8.9,45.7,8.39,37.1,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TM7 315SW,,315,286.4,Mono-c-Si,1.95,72,1,N,9.05,45.5,8.49,37.1,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7S 315SW,,315,286.4,Mono-c-Si,1.95,72,1,N,9.05,45.5,8.49,37.1,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TP7 315xx,,315,285.2,Multi-c-Si,1.95,72,1,N,8.98,45.9,8.48,37.3,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 315xx,,315,285.2,Multi-c-Si,1.95,72,1,N,8.98,45.9,8.48,37.3,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TM7 320SW,,320,291,Mono-c-Si,1.95,72,1,N,9.15,45.6,8.58,37.3,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7S 320SW,,320,291,Mono-c-Si,1.95,72,1,N,9.15,45.6,8.58,37.3,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TP7 320xx,,320,289.8,Multi-c-Si,1.95,72,1,N,9.06,46.1,8.57,37.5,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TP7S 320xx,,320,289.8,Multi-c-Si,1.95,72,1,N,9.06,46.1,8.57,37.5,47.5,-0.408,0.055,-0.31,0.99,1.97,0,0
Centrosolar America,TM7 325SW,,325,295.7,Mono-c-Si,1.95,72,1,N,9.25,45.8,8.67,37.5,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7S 325SW,,325,295.7,Mono-c-Si,1.95,72,1,N,9.25,45.8,8.67,37.5,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7 330SW,,330,300.4,Mono-c-Si,1.95,72,1,N,9.32,46.1,8.73,37.8,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7S 330SW,,330,300.4,Mono-c-Si,1.95,72,1,N,9.32,46.1,8.73,37.8,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7 335SW,,335,305.1,Mono-c-Si,1.95,72,1,N,9.37,46.4,8.79,38.1,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Centrosolar America,TM7S 335SW,,335,305.1,Mono-c-Si,1.95,72,1,N,9.37,46.4,8.79,38.1,46.5,-0.41,0.04,-0.29,0.99,1.97,0,0
Changzhou Eging Photovoltaic Technology,EG-170P48-C,,170,151.5,Multi-c-Si,1.322,48,1,N,7.8,29,7.4,23,46.7,-0.46,0.06,-0.35,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-175P48-C,,175,156.1,Multi-c-Si,1.322,48,1,N,8.2,29.2,7.56,23.2,46.7,-0.46,0.06,-0.35,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-180M48-C,,180,159.8,Mono-c-Si,1.322,48,1,N,8.62,29.4,7.69,23.4,46.8,-0.48,0.03,-0.36,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-180P48-C,,180,160.7,Multi-c-Si,1.322,48,1,N,8.62,29.4,7.69,23.4,46.7,-0.46,0.06,-0.35,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-185M48-C,,185,164.3,Mono-c-Si,1.322,48,1,N,8.8,29.6,7.83,23.62,46.8,-0.48,0.03,-0.36,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-190M48-C,,190,168.9,Mono-c-Si,1.322,48,1,N,8.91,29.6,8.04,23.62,46.8,-0.48,0.03,-0.36,0.99,1.335,0,0
Changzhou Eging Photovoltaic Technology,EG-190P54-C,,190,169.4,Multi-c-Si,1.475,54,1,N,8.2,32.6,7.34,25.87,46.7,-0.46,0.06,-0.35,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-195P54-C,,195,173.9,Multi-c-Si,1.475,54,1,N,8.37,32.8,7.47,26.1,46.7,-0.46,0.06,-0.35,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-200P54-C,,200,178.5,Multi-c-Si,1.475,54,1,N,8.58,32.8,7.66,26.1,46.7,-0.46,0.06,-0.35,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-205M54-C,,205,182,Mono-c-Si,1.475,54,1,N,8.73,33.1,7.79,26.33,46.8,-0.48,0.03,-0.36,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-205P54-C,,205,183.1,Multi-c-Si,1.475,54,1,N,8.73,33.1,7.79,26.33,46.7,-0.46,0.06,-0.35,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-210M54-C,,210,186.6,Mono-c-Si,1.475,54,1,N,8.88,33.3,7.9,26.57,46.8,-0.48,0.03,-0.36,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-210P54-C,,210,187.7,Multi-c-Si,1.475,54,1,N,8.88,33.3,7.9,26.57,46.7,-0.46,0.06,-0.35,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-210P60-C,,210,187.2,Multi-c-Si,1.634,60,1,N,8.04,36.61,7.39,28.41,46.7,-0.46,0.06,-0.35,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-215M54-C,,215,191.2,Mono-c-Si,1.475,54,1,N,8.96,33.3,8.09,26.57,46.8,-0.48,0.03,-0.36,0.99,1.49,0,0
Changzhou Eging Photovoltaic Technology,EG-215P60-C,,215,191.8,Multi-c-Si,1.634,60,1,N,8.26,36.67,7.6,28.28,46.7,-0.46,0.06,-0.35,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-220P60-C,,220,196.3,Multi-c-Si,1.634,60,1,N,8.48,36.69,7.8,28.22,46.7,-0.46,0.06,-0.35,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-225M60-C,,225,199.8,Mono-c-Si,1.634,60,1,N,8.68,36.74,7.99,28.18,46.8,-0.48,0.03,-0.36,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-225P60-C,,225,200.9,Multi-c-Si,1.634,60,1,N,8.68,36.74,7.99,28.18,46.7,-0.46,0.06,-0.35,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-230M60-C,,230,204.3,Mono-c-Si,1.634,60,1,N,8.9,36.76,8.15,28.22,46.8,-0.48,0.03,-0.36,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-230P60-C,,230,205.5,Multi-c-Si,1.634,60,1,N,8.9,36.76,8.15,28.22,46.7,-0.46,0.06,-0.35,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-235M60-C,,235,208.9,Mono-c-Si,1.634,60,1,N,9.01,36.76,8.33,28.22,46.8,-0.48,0.03,-0.36,0.99,1.65,0,0
Changzhou Eging Photovoltaic Technology,EG-245M72-C,,245,217,Mono-c-Si,1.948,72,1,N,7.93,43.5,7.1,34.5,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-255P72-C,,255,227.4,Multi-c-Si,1.948,72,1,N,8.37,43.5,7.39,34.5,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-260P72-C,,260,232,Multi-c-Si,1.948,72,1,N,8.47,43.8,7.47,34.8,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-265M72-C,,265,235.2,Mono-c-Si,1.948,72,1,N,8.52,43.8,7.61,34.8,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-265P72-C,,265,236.6,Multi-c-Si,1.948,72,1,N,8.52,43.8,7.61,34.8,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-270M72-C,,270,239.7,Mono-c-Si,1.948,72,1,N,8.62,44.1,7.69,35.1,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-270P72-C,,270,241.1,Multi-c-Si,1.948,72,1,N,8.62,44.1,7.69,35.1,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-275M72-C,,275,244.3,Mono-c-Si,1.948,72,1,N,8.72,44.4,7.76,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-275P72-C,,275,245.7,Multi-c-Si,1.948,72,1,N,8.72,44.4,7.76,35.42,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-280M72-C,,280,248.9,Mono-c-Si,1.948,72,1,N,8.89,44.4,7.91,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-280P72-C,,280,250.3,Multi-c-Si,1.948,72,1,N,8.89,44.4,7.91,35.42,46.7,-0.46,0.06,-0.35,0.99,1.968,0,0
Changzhou Eging Photovoltaic Technology,EG-285M72-C,,285,253.5,Mono-c-Si,1.948,72,1,N,8.92,44.4,8.05,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968,0,0
Changzhou Nesl Solartech,DJ-230P-ST15,,230,203.1,Multi-c-Si,1.634,60,1,N,8.78,37.48,7.81,30.73,47.3,-0.492531,0.05345,-0.349893,0.99,1.65,0,0
Changzhou Nesl Solartech,DJ-235P-ST15,,235,212.2,Multi-c-Si,1.634,60,1,N,8.8,36.2,7.91,29.7,45.7,-0.44096,0.0826,-0.378,0.99,1.65,0,0
Changzhou Nesl Solartech,DJ-240DA/C-ST15,,240,216.7,Mono-c-Si,1.634,60,1,N,8.55,37.57,7.92,30.3,45.8,-0.4416,0.0809,-0.4154,0.99,1.65,0,0
Changzhou Nesl Solartech,DJ-240P-ST15,,240,215.4,Multi-c-Si,1.937,72,1,N,8.32,39.64,7.18,34.21,46.5,-0.4352,0.0897,-0.3974,0.99,1.957,0,0
Changzhou Nesl Solartech,DJ-245DA/C-ST15,,245,221.3,Mono-c-Si,1.634,60,1,N,8.68,37.82,8.03,30.5,45.8,-0.4416,0.0809,-0.4154,0.99,1.65,0,0
Changzhou Nesl Solartech,DJ-250DA/C-ST15,,250,226,Mono-c-Si,1.634,60,1,N,8.79,38.07,8.14,30.7,45.8,-0.4416,0.0809,-0.4154,0.99,1.65,0,0
Changzhou Nesl Solartech,DJ-255D/C-ST15,,255,230.6,Mono-c-Si,1.634,60,1,N,8.94,38.19,8.28,30.8,45.8,-0.4416,0.0809,-0.4154,0.99,1.65,0,0
China Sunergy (Nanjing),SST215-54M,,215,185.8,Mono-c-Si,1.465,54,1,N,8.62,33.4,7.99,26.9,48.8,-0.54,0.05,-0.39,0.99,1.48,0,0
China Sunergy (Nanjing),SST220-54M,,220,190.3,Mono-c-Si,1.465,54,1,N,8.75,33.5,8.15,27,48.8,-0.54,0.05,-0.39,0.99,1.48,0,0
China Sunergy (Nanjing),SST220-60M,,220,198.8,Mono-c-Si,1.624,60,1,N,8.28,36.5,7.57,29.1,46.2,-0.423,0.039,-0.307,0.99,1.64,0,0
China Sunergy (Nanjing),SST220-60P,,220,195.5,Multi-c-Si,1.61,60,1,N,8.28,36.5,7.57,29.1,45.7,-0.5,0.06,-0.37,0.99,1.626,0,0
China Sunergy (Nanjing),SST225-54M,,225,194.8,Mono-c-Si,1.465,54,1,N,8.84,33.6,8.3,27.1,48.8,-0.54,0.05,-0.39,0.99,1.48,0,0
China Sunergy (Nanjing),SST225-60M,,225,203.4,Mono-c-Si,1.624,60,1,N,8.36,36.7,7.68,29.3,46.2,-0.423,0.039,-0.307,0.99,1.64,0,0
China Sunergy (Nanjing),SST225-60P,,225,200.1,Multi-c-Si,1.61,60,1,N,8.36,36.7,7.68,29.3,45.7,-0.5,0.06,-0.37,0.99,1.626,0,0
China Sunergy (Nanjing),SST230-60M,,230,208,Mono-c-Si,1.624,60,1,N,8.45,36.8,7.8,29.5,46.2,-0.423,0.039,-0.307,0.99,1.64,0,0
China Sunergy (Nanjing),SST230-60P,,230,204.7,Multi-c-Si,1.61,60,1,N,8.45,36.8,7.8,29.5,45.7,-0.5,0.06,-0.37,0.99,1.626,0,0
China Sunergy (Nanjing),SST235-60M,,235,212.6,Mono-c-Si,1.624,60,1,N,8.54,36.8,7.94,29.6,46.2,-0.423,0.039,-0.307,0.99,1.64,0,0
China Sunergy (Nanjing),SST235-60P,,235,209.2,Multi-c-Si,1.61,60,1,N,8.54,36.8,7.94,29.6,45.7,-0.5,0.06,-0.37,0.99,1.626,0,0
China Sunergy (Nanjing),CSUN240-54M,,240,209.2,Mono-c-Si,1.465,54,1,N,9.09,34,8.7,27.6,47.7,-0.55,0.05,-0.4,0.99,1.48,0,0
China Sunergy (Nanjing),SST240-54M,,240,209.2,Mono-c-Si,1.465,54,1,N,9.09,34,8.7,27.6,47.7,-0.55,0.05,-0.4,0.99,1.48,0,0
China Sunergy (Nanjing),SST240-60M,,240,217.3,Mono-c-Si,1.624,60,1,N,8.62,37,8.06,29.8,46.2,-0.423,0.039,-0.307,0.99,1.64,0,0
China Sunergy (Nanjing),SST240-60P,,240,213.8,Multi-c-Si,1.61,60,1,N,8.62,37,8.06,29.8,45.7,-0.5,0.06,-0.37,0.99,1.626,0,0
China Sunergy (Nanjing),CSUN245-60M,,245,218.8,Mono-c-Si,1.624,60,1,N,8.69,37.2,8.17,30,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN245-60P,,245,216.4,Multi-c-Si,1.624,60,1,N,8.75,37.5,8.17,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),SST245-60M,,245,218.8,Mono-c-Si,1.624,60,1,N,8.69,37.2,8.17,30,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),SST245-60P,,245,216.4,Multi-c-Si,1.624,60,1,N,8.75,37.5,8.17,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN250-60M,,250,223.4,Mono-c-Si,1.624,60,1,N,8.78,37.3,8.31,30.1,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN250-60P,,250,221,Multi-c-Si,1.624,60,1,N,8.83,37.7,8.28,30.2,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),SST250-60M,,250,223.4,Mono-c-Si,1.624,60,1,N,8.78,37.3,8.31,30.1,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),SST250-60P,,250,221,Multi-c-Si,1.624,60,1,N,8.83,37.7,8.28,30.2,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN255-60M,,255,228,Mono-c-Si,1.624,60,1,N,8.85,37.4,8.44,30.2,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN255-60P,,255,225.5,Multi-c-Si,1.624,60,1,N,8.89,37.3,8.51,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),SST255-60M,,255,228,Mono-c-Si,1.624,60,1,N,8.85,37.4,8.44,30.2,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),SST255-60P,,255,225.5,Multi-c-Si,1.624,60,1,N,8.89,37.3,8.51,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN260-60M,,260,232.6,Mono-c-Si,1.624,60,1,N,8.9,38.1,8.44,30.8,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN260-60P,,260,230.1,Multi-c-Si,1.624,60,1,N,9.01,38,8.5,30.6,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),SST260-60M,,260,232.6,Mono-c-Si,1.624,60,1,N,8.9,38.1,8.44,30.8,46.7,-0.47,0.05,-0.34,0.99,1.64,0,0
China Sunergy (Nanjing),SST260-60P,,260,230.1,Multi-c-Si,1.624,60,1,N,9.01,38,8.5,30.6,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN265-60M,,265,237.8,Mono-c-Si,1.624,60,1,N,8.99,37.7,8.67,30.6,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST265-60M,,265,237.8,Mono-c-Si,1.624,60,1,N,8.99,37.7,8.67,30.6,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST265-72M,,265,239.5,Mono-c-Si,1.936,72,1,N,8.31,43.8,7.58,35,46.2,-0.423,0.039,-0.307,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN270-60M,,270,242.5,Mono-c-Si,1.624,60,1,N,9.07,37.9,8.77,30.8,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST270-60M,,270,242.5,Mono-c-Si,1.624,60,1,N,9.07,37.9,8.77,30.8,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST270-72M,,270,244.1,Mono-c-Si,1.936,72,1,N,8.39,43.9,7.7,35.1,46.2,-0.423,0.039,-0.307,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN275-60M,,275,247.1,Mono-c-Si,1.624,60,1,N,9.14,38.1,8.88,31,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST275-60M,,275,247.1,Mono-c-Si,1.624,60,1,N,9.14,38.1,8.88,31,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),SST275-72M,,275,248.7,Mono-c-Si,1.936,72,1,N,8.46,44.1,7.8,35.3,46.2,-0.423,0.039,-0.307,0.99,1.956,0,0
China Sunergy (Nanjing),SST275-72P,,275,241.6,Multi-c-Si,1.936,72,1,N,8.48,43.8,7.82,35.2,47.4,-0.51,0.05,-0.37,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN280-60M,,280,251.7,Mono-c-Si,1.624,60,1,N,9.21,38.7,8.97,31.2,46.2,-0.47,0.06,-0.36,0.99,1.64,0,0
China Sunergy (Nanjing),CSUN280-72P,,280,246.1,Multi-c-Si,1.936,72,1,N,8.58,44,7.94,35.3,47.4,-0.51,0.05,-0.37,0.99,1.956,0,0
China Sunergy (Nanjing),SST280-60M,,280,250.4,Mono-c-Si,1.936,60,1,N,9.21,38.7,8.97,31.2,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),SST280-72M,,280,253.4,Mono-c-Si,1.936,72,1,N,8.53,44.2,7.89,35.5,46.2,-0.423,0.039,-0.307,0.99,1.956,0,0
China Sunergy (Nanjing),SST280-72P,,280,246.1,Multi-c-Si,1.936,72,1,N,8.58,44,7.94,35.3,47.4,-0.51,0.05,-0.37,0.99,1.956,0,0
China Sunergy (Nanjing),SST285-72M,,285,258,Mono-c-Si,1.936,72,1,N,8.59,44.4,7.99,35.7,46.2,-0.423,0.039,-0.307,0.99,1.956,0,0
China Sunergy (Nanjing),SST285-72P,,285,250.6,Multi-c-Si,1.936,72,1,N,8.59,44.4,7.99,35.7,47.4,-0.51,0.05,-0.37,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN290-72P,,290,261.4,Multi-c-Si,1.544,72,1,N,8.75,44.3,8.15,35.6,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST290-72M,,290,253.5,Mono-c-Si,1.936,72,1,N,8.68,44.5,8.11,35.8,48,-0.52,0.04,-0.39,0.99,1.956,0,0
China Sunergy (Nanjing),SST290-72P,,290,255.2,Multi-c-Si,1.936,72,1,N,8.68,44.5,8.11,35.8,47.4,-0.51,0.05,-0.37,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN295-72P,,295,266.1,Multi-c-Si,1.544,72,1,N,8.84,44.4,8.26,35.7,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST295-72M,,295,258.1,Mono-c-Si,1.936,72,1,N,8.73,44.6,8.22,35.9,48,-0.52,0.04,-0.39,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN300-72P,,300,270.8,Multi-c-Si,1.544,72,1,N,8.93,44.5,8.37,35.8,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST300-72M,,300,262.6,Mono-c-Si,1.936,72,1,N,8.8,44.8,8.32,36.1,48,-0.52,0.04,-0.39,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN305-72M,,305,273.4,Mono-c-Si,1.936,72,1,N,8.87,45,8.41,36.3,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN305-72P,,305,275.4,Multi-c-Si,1.544,72,1,N,9.01,44.7,8.5,35.9,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST305-72M,,305,273.4,Mono-c-Si,1.936,72,1,N,8.87,45,8.41,36.3,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN310-72M,,310,278.1,Mono-c-Si,1.936,72,1,N,8.91,45.2,8.5,36.5,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN310-72P,,310,280.1,Multi-c-Si,1.544,72,1,N,9.03,44.8,8.61,36,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST310-72M,,310,278.1,Mono-c-Si,1.936,72,1,N,8.91,45.2,8.5,36.5,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN315-72M,,315,282.7,Mono-c-Si,1.936,72,1,N,8.99,45.5,8.59,36.7,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN315-72P,,315,284.8,Multi-c-Si,1.544,72,1,N,9.11,44.9,8.7,36.2,47.2,-0.45,0.07,-0.35,0.99,1.56,0,0
China Sunergy (Nanjing),SST315-72M,,315,282.7,Mono-c-Si,1.936,72,1,N,8.99,45.5,8.59,36.7,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN320-72M,,320,287.3,Mono-c-Si,1.936,72,1,N,9.06,45.7,8.68,36.9,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),SST320-72M,,320,287.3,Mono-c-Si,1.936,72,1,N,9.06,45.7,8.68,36.9,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN325-72M,,325,291.9,Mono-c-Si,1.936,72,1,N,9.14,45.9,8.77,37.1,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),SST325-72M,,325,291.9,Mono-c-Si,1.936,72,1,N,9.14,45.9,8.77,37.1,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),CSUN330-72M,,330,296.6,Mono-c-Si,1.936,72,1,N,9.2,46.1,8.85,37.3,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
China Sunergy (Nanjing),SST330-72M,,330,296.6,Mono-c-Si,1.936,72,1,N,9.2,46.1,8.85,37.3,46.2,-0.47,0.06,-0.36,0.99,1.956,0,0
Chinaland Solar Energy,HSE235-60P,,235,207.5,Multi-c-Si,1.624,60,1,N,8.43,35.6,7.88,29.8,48.3,-0.4735,0.0323,-0.3651,0.99,1.64,0,0
Chinaland Solar Energy,HSE240-60M,,240,216.7,Mono-c-Si,1.624,60,1,N,8.63,36.2,8.11,29.6,45.5,-0.4481,0.0431,-0.3393,0.99,1.64,0,0
