Manufacturer,Model Number,Safety Certification,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side
Anhui Rinengzhongtian Semiconductor Development,QJP270-72,UL 1703,270,240.8,Multi-c-Si,1.94,72,1,N,8.57,42.4,7.65,35.3,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM275-60,UL 1703,275,248.5,Mono-c-Si,1.627,60,1,N,9.55,37.88,8.93,30.8,45.2,-0.46817,0.033267,-0.32704,0.992,1.64
Anhui Rinengzhongtian Semiconductor Development,QJM275-72,UL 1703,275,246.6,Mono-c-Si,1.94,72,1,N,8.27,43.79,7.73,35.6,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP275-60,UL 1703,275,249.7,Multi-c-Si,1.627,60,1,N,9.52,38.01,8.9,30.9,45.4,-0.44277,0.056061,-0.3302,0.992,1.64
Anhui Rinengzhongtian Semiconductor Development,QJP275-72,UL 1703,275,245.4,Multi-c-Si,1.94,72,1,N,8.68,42.6,7.75,35.5,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM280-72,UL 1703,280,251.2,Mono-c-Si,1.94,72,1,N,8.39,43.91,7.84,35.7,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP280-72,UL 1703,280,249.9,Multi-c-Si,1.94,72,1,N,8.78,42.8,7.84,35.7,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM285-72,UL 1703,285,255.8,Mono-c-Si,1.94,72,1,N,8.52,44.03,7.96,35.8,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP285-72,UL 1703,285,254.5,Multi-c-Si,1.94,72,1,N,8.89,43.1,7.94,35.9,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM290-72,UL 1703,290,260.5,Mono-c-Si,1.94,72,1,N,8.64,44.16,8.08,35.9,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP290-72,UL 1703,290,259.1,Multi-c-Si,1.94,72,1,N,9.01,43.2,8.05,36,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM295-72,UL 1703,295,265.1,Mono-c-Si,1.94,72,1,N,8.77,44.28,8.19,36,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP295-72,UL 1703,295,263.7,Multi-c-Si,1.94,72,1,N,9.15,43.3,8.17,36.1,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM300-72,UL 1703,300,269.7,Mono-c-Si,1.94,72,1,N,8.31,44.4,8.31,36.1,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP300-72,UL 1703,300,268.3,Multi-c-Si,1.94,72,1,N,9.27,43.4,8.28,36.2,46.9,-0.462,0.073,-0.361,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM305-72,UL 1703,305,274.3,Mono-c-Si,1.94,72,1,N,9.02,44.53,8.43,36.2,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP305-72,UL 1703,305,276.4,Multi-c-Si,1.94,72,1,N,9.02,44.53,8.43,36.2,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM310-72,UL 1703,310,278.9,Mono-c-Si,1.94,72,1,N,9.14,44.65,8.54,36.3,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP310-72,UL 1703,310,281,Multi-c-Si,1.94,72,1,N,9.14,44.65,8.54,36.3,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM315-72,UL 1703,315,283.6,Mono-c-Si,1.94,72,1,N,9.26,44.77,8.65,36.4,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP315-72,UL 1703,315,285.7,Multi-c-Si,1.94,72,1,N,9.26,44.77,8.65,36.4,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM320-72,UL 1703,320,288.2,Mono-c-Si,1.94,72,1,N,9.38,44.9,8.77,36.5,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP320-72,UL 1703,320,290.3,Multi-c-Si,1.94,72,1,N,9.38,44.9,8.77,36.5,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM325-72,UL 1703,325,292.9,Mono-c-Si,1.94,72,1,N,9.48,45.14,8.86,36.7,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP325-72,UL 1703,325,295,Multi-c-Si,1.94,72,1,N,9.5,45.02,8.88,36.6,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJM330-72,UL 1703,330,297.5,Mono-c-Si,1.94,72,1,N,9.6,45.26,8.97,36.8,45.7,-0.46757,0.042146,-0.33887,0.992,1.956
Anhui Rinengzhongtian Semiconductor Development,QJP330-72,UL 1703,330,299.7,Multi-c-Si,1.94,72,1,N,9.62,45.14,8.99,36.7,45.4,-0.44277,0.056061,-0.3302,0.992,1.956
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM335-72,UL 1703,335,304.6,Mono-c-Si,1.94,72,,N,9.34,46.8,8.72,38.4,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM340-72,UL 1703,340,309.3,Mono-c-Si,1.94,72,,N,9.45,47,8.83,38.5,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM345-72,UL 1703,345,314,Mono-c-Si,1.94,72,,N,9.56,47.1,8.94,38.6,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM350-72,UL 1703,350,318.7,Mono-c-Si,1.94,72,,N,9.68,47.2,9.04,38.7,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM355-72,UL 1703,355,323.4,Mono-c-Si,1.94,72,,N,9.79,47.3,9.15,38.8,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM360-72,UL 1703,360,328.1,Mono-c-Si,1.94,72,,N,9.9,47.5,9.25,38.9,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM365-72,UL 1703,365,332.8,Mono-c-Si,1.94,72,,N,10.01,47.6,9.36,39,45.8,-0.431,0.053,-0.34,,
"Anhui Rinengzhongtian Semiconductor Development Co., Ltd",QJM370-72,UL 1703,370,337.5,Mono-c-Si,1.94,72,,N,10.13,47.7,9.46,39.1,45.8,-0.431,0.053,-0.34,,
Anji Dasol Solar Energy Science & Technology,DS-A4-210,UL 1703,210,182.7,Multi-c-Si,1.647,60,1,N,8,36.1,7.19,29.2,48.6,-0.505325,0.086957,-0.386957,0.992,1.66
Anji Dasol Solar Energy Science & Technology,DS-A4-215,UL 1703,215,187.2,Multi-c-Si,1.647,60,1,N,8,36.3,7.31,29.4,48.6,-0.505325,0.086957,-0.386957,0.992,1.66
Anji Dasol Solar Energy Science & Technology,DS-A4-220,UL 1703,220,191.7,Multi-c-Si,1.647,60,1,N,8.1,36.5,7.44,29.6,48.6,-0.505325,0.086957,-0.386957,0.992,1.66
Anji Dasol Solar Energy Science & Technology,DS-A4-225,UL 1703,225,196.2,Multi-c-Si,1.647,60,1,N,8.2,36.7,7.55,29.8,48.6,-0.505325,0.086957,-0.386957,0.992,1.66
Anji Dasol Solar Energy Science & Technology,DS-A4-230,UL 1703,230,200.7,Multi-c-Si,1.647,60,1,N,8.3,36.9,7.67,30,48.6,-0.505325,0.086957,-0.386957,0.992,1.66
Anji Technology,AJP-S572-175,UL 1703,175,151.2,Mono-c-Si,1.3,72,1,N,5.17,43.99,4.78,36.63,49.9,-0.5072,0.0415,-0.3616,0.825,1.576
Anji Technology,AJP-S572-180,UL 1703,180,155.7,Mono-c-Si,1.3,72,1,N,5.31,44.06,4.9,36.72,49.9,-0.5072,0.0415,-0.3616,0.825,1.576
Anji Technology,AJP-S572-185,UL 1703,185,160.2,Mono-c-Si,1.3,72,1,N,5.43,44.14,5.03,36.72,49.9,-0.5072,0.0415,-0.3616,0.825,1.576
Anji Technology,AJP-M660-220,UL 1703,220,189.1,Multi-c-Si,1.624,60,1,N,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,0.995,1.632
Anji Technology,AJP-M660-225,UL 1703,225,193.5,Multi-c-Si,1.624,60,1,N,8.04,36.24,7.44,30.24,50.2,-0.5196,0.0548,-0.3624,0.995,1.632
Anji Technology,AJP-M660-230,UL 1703,230,204.1,Multi-c-Si,1.624,60,1,N,8.1,36.42,7.58,30.36,46.4,-0.493,0.097,-0.359,0.995,1.632
Anji Technology,AJP-M660-235,UL 1703,235,208.7,Multi-c-Si,1.624,60,1,N,8.23,36.72,7.68,30.6,46.4,-0.493,0.097,-0.359,0.995,1.632
Anji Technology,AJP-M660-240,UL 1703,240,213.3,Multi-c-Si,1.624,60,1,N,8.32,36.84,7.83,30.72,46.4,-0.493,0.097,-0.359,0.995,1.632
Anji Technology,AJP-M660-245,UL 1703,245,217.9,Multi-c-Si,1.624,60,1,N,8.43,37.08,7.94,30.84,46.4,-0.493,0.097,-0.359,0.995,1.632
Anji Technology,AJP-M660-250,UL 1703,250,222.4,Multi-c-Si,1.624,60,1,N,8.5,37.32,8.03,31.14,46.4,-0.493,0.097,-0.359,0.995,1.632
APOS Energy,AP130,UL 1703,130,115.4,Multi-c-Si,1.023,36,1,N,7.86,22.07,7.43,17.38,49.1,-0.429,0.123,-0.296,0.682,1.5
APOS Energy,AP135,UL 1703,135,119.9,Multi-c-Si,1.023,36,1,N,7.94,22.21,7.54,17.58,49.1,-0.429,0.123,-0.296,0.682,1.5
APOS Energy,AS135,UL 1703,135,120.9,Mono-c-Si,1.023,36,1,N,8.34,22.19,7.69,17.59,47.8,-0.425,0.086,-0.288,0.682,1.5
APOS Energy,AP140,UL 1703,140,124.5,Multi-c-Si,1.023,36,1,N,8.05,22.39,7.69,17.93,49.1,-0.429,0.123,-0.296,0.682,1.5
APOS Energy,AS140,UL 1703,140,125.4,Mono-c-Si,1.023,36,1,N,8.51,22.33,7.84,17.76,47.8,-0.425,0.086,-0.288,0.682,1.5
APOS Energy,AS145,UL 1703,145,130,Mono-c-Si,1.023,36,1,N,8.63,22.51,7.95,18.03,47.8,-0.425,0.086,-0.288,0.682,1.5
APOS Energy,AP175,UL 1703,175,155.4,Multi-c-Si,1.341,48,1,N,7.9,29.52,7.48,23.31,49.1,-0.429,0.123,-0.296,1,1.341
APOS Energy,AP180,UL 1703,180,160,Multi-c-Si,1.341,48,1,N,7.97,29.72,7.59,23.58,49.1,-0.429,0.123,-0.296,1,1.341
APOS Energy,AS180,UL 1703,180,161.2,Mono-c-Si,1.341,48,1,N,8.34,29.59,7.69,23.45,47.8,-0.425,0.086,-0.288,1,1.341
APOS Energy,AP185,UL 1703,185,164.5,Multi-c-Si,1.341,48,1,N,8.05,29.86,7.69,23.9,49.1,-0.429,0.123,-0.296,1,1.341
APOS Energy,AS185,UL 1703,185,165.8,Mono-c-Si,1.341,48,1,N,8.51,29.78,7.84,23.68,47.8,-0.425,0.086,-0.288,1,1.341
APOS Energy,AP190,UL 1703,190,168.6,Multi-c-Si,1.5,54,1,N,7.79,32.89,7.33,25.76,49.1,-0.429,0.123,-0.296,1,1.5
APOS Energy,AS190,UL 1703,190,170.4,Mono-c-Si,1.341,48,1,N,8.59,29.92,7.91,23.9,47.8,-0.425,0.086,-0.288,1,1.341
APOS Energy,AP195,UL 1703,195,173.1,Multi-c-Si,1.5,54,1,N,7.86,33.11,7.43,26.06,49.1,-0.429,0.123,-0.296,1,1.5
APOS Energy,AS195,UL 1703,195,174.5,Mono-c-Si,1.5,54,1,N,8.15,32.6,7.48,25.97,47.8,-0.425,0.086,-0.288,1,1.5
APOS Energy,AP200,UL 1703,200,177.7,Multi-c-Si,1.5,54,1,N,7.94,33.32,7.54,26.37,49.1,-0.429,0.123,-0.296,1,1.5
APOS Energy,AS200,UL 1703,200,179.1,Mono-c-Si,1.5,54,1,N,8.28,32.97,7.62,26.18,47.8,-0.425,0.086,-0.288,1,1.5
APOS Energy,AP205,UL 1703,205,182.3,Multi-c-Si,1.5,54,1,N,8.01,33.48,7.64,26.68,49.1,-0.429,0.123,-0.296,1,1.5
APOS Energy,AS205,UL 1703,205,183.7,Mono-c-Si,1.5,54,1,N,8.42,33.34,7.77,26.38,47.8,-0.425,0.086,-0.288,1,1.5
APOS Energy,AP210,UL 1703,210,186.3,Multi-c-Si,1.659,60,1,N,7.79,36.55,7.33,28.62,49.1,-0.429,0.123,-0.296,1,1.659
APOS Energy,AS210,UL 1703,210,188.3,Mono-c-Si,1.5,54,1,N,8.51,33.5,7.84,26.63,47.8,-0.425,0.086,-0.288,1,1.5
APOS Energy,AP215,UL 1703,215,190.9,Multi-c-Si,1.659,60,1,N,7.86,36.79,7.43,28.96,49.1,-0.429,0.123,-0.296,1,1.659
APOS Energy,AS215,UL 1703,215,192.9,Mono-c-Si,1.5,54,1,N,8.59,33.66,7.91,26.89,47.8,-0.425,0.086,-0.288,1,1.5
APOS Energy,AP220,UL 1703,220,195.4,Multi-c-Si,1.659,60,1,N,7.9,36.91,7.48,29.13,49.1,-0.429,0.123,-0.296,1,1.659
APOS Energy,AS220,UL 1703,220,197,Mono-c-Si,1.659,60,1,N,8.28,36.63,7.62,29.08,47.8,-0.425,0.086,-0.288,1,1.659
APOS Energy,AP225,UL 1703,225,200,Multi-c-Si,1.659,60,1,N,7.97,37.14,7.59,29.48,49.1,-0.429,0.123,-0.296,1,1.659
APOS Energy,AS225,UL 1703,225,201.6,Mono-c-Si,1.659,60,1,N,8.34,36.99,7.69,29.31,47.8,-0.425,0.086,-0.288,1,1.659
APOS Energy,AP230,UL 1703,230,204.6,Multi-c-Si,1.659,60,1,N,8.05,37.32,7.69,29.88,49.1,-0.429,0.123,-0.296,1,1.659
APOS Energy,AS230,UL 1703,230,206.1,Mono-c-Si,1.659,60,1,N,8.46,37.11,7.82,29.42,47.8,-0.425,0.086,-0.288,1,1.659
APOS Energy,AS235,UL 1703,235,210.7,Mono-c-Si,1.659,60,1,N,8.55,37.34,7.86,29.76,47.8,-0.425,0.086,-0.288,1,1.659
APOS Energy,AS240,UL 1703,240,215.4,Mono-c-Si,1.659,60,1,N,8.63,37.52,7.95,30.05,47.8,-0.425,0.086,-0.288,1,1.659
Applied Materials,1/4 Size Tandem Junction,UL 1703,114,104.6,Thin Film,1.43,106,1,N,1.3,137.6,1.08,106,44.1,-0.368,0.104,-0.401,1.1,1.3
Applied Materials,1/4 Size Single Junction Version 1.0,UL 1703,116,107.9,Thin Film,1.43,106,1,N,1.7,96.2,1.47,77.8,44.8,-0.3,0.08,-0.33,1.1,1.3
Applied Materials,1/2-L Size Single Junction Version 1.0,UL 1703,207,192.4,Thin Film,2.86,216,1,N,1.45,194.2,1.3,159.8,44.8,-0.3,0.08,-0.33,1.3,2.2
Applied Materials,1/2-P Size Single Junction Version 1.0,UL 1703,207,192.4,Thin Film,2.86,106,1,N,2.9,97.1,2.59,79.9,44.8,-0.3,0.08,-0.33,1.1,2.6
Applied Materials,1/2-L Size Tandem Junction,UL 1703,229,210.1,Thin Film,2.86,216,1,N,1.3,280,1.08,216,44.1,-0.368,0.104,-0.401,1.3,2.2
Applied Materials,1/2-P Size Tandem Junction,UL 1703,229,210.1,Thin Film,2.86,106,1,N,2.6,137.6,2.16,106,44.1,-0.368,0.104,-0.401,1.1,2.6
Applied Materials,Full Size Single Junction Version 1.0,UL 1703,414,384.8,Thin Film,5.72,216,1,N,2.9,194.2,2.59,159.8,44.8,-0.3,0.08,-0.33,2.2,2.6
Applied Materials,Full Size Tandem Junction,UL 1703,458,420.2,Thin Film,5.72,216,1,N,2.6,280,2.16,216,44.1,-0.368,0.104,-0.401,2.2,2.6
Aptos Solar Technology LLC,DNA-120-BF23-320W,"UL 61730, UL 1703",320,296.1,Mono-c-Si,1.66,60,2,N,10.13,40.2,9.7,33,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-120-MF23-320W [Blk],UL 1703,320,290.2,Mono-c-Si,1.69,60,2,N,10.13,39.9,9.69,33,48.5,-0.403,0.069,-0.316,,
Aptos Solar Technology LLC,DNA-120-MF23-320W [Wht],UL 1703,320,299,Mono-c-Si,1.63,60,2,N,10.13,39.9,9.69,33,44.4,-0.348,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-120-BF23-325W,"UL 61730, UL 1703",325,300.8,Mono-c-Si,1.66,60,2,N,10.15,40.3,9.82,33.1,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-120-MF23-325W [Blk],UL 1703,325,294.8,Mono-c-Si,1.69,60,2,N,10.43,40.1,9.93,32.7,48.5,-0.403,0.069,-0.316,,
Aptos Solar Technology LLC,DNA-120-MF23-325W [Wht],UL 1703,325,303.8,Mono-c-Si,1.63,60,2,N,10.43,40.1,9.93,32.7,44.4,-0.348,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-120-BF23-330W,"UL 61730, UL 1703",330,305.6,Mono-c-Si,1.66,60,2,N,10.25,40.4,9.93,33.2,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-120-MF23-330W [Blk],UL 1703,330,299.5,Mono-c-Si,1.69,60,2,N,10.51,40.3,10.02,32.9,48.5,-0.403,0.069,-0.316,,
Aptos Solar Technology LLC,DNA-120-MF23-330W [Wht],UL 1703,330,308.6,Mono-c-Si,1.63,60,2,N,10.51,40.3,10.02,32.9,44.4,-0.348,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-120-BF23-335W,"UL 61730, UL 1703",335,310.3,Mono-c-Si,1.66,60,2,N,10.34,40.5,10.03,33.4,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-120-MF23-335W [Blk],UL 1703,335,304.2,Mono-c-Si,1.69,60,2,N,10.6,40.4,10.11,33.1,48.5,-0.403,0.069,-0.316,,
Aptos Solar Technology LLC,DNA-120-MF23-335W [Wht],UL 1703,335,313.4,Mono-c-Si,1.63,60,2,N,10.6,40.4,10.11,33.1,44.4,-0.348,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-120-BF23-340W,UL 1703,340,317.3,Mono-c-Si,1.64,60,2,N,10.43,40.6,10.11,33.6,44.5,-0.36,0.038,-0.277,,
Aptos Solar Technology LLC,DNA-120-MF23-340W [Blk],UL 1703,340,308.9,Mono-c-Si,1.69,60,2,N,10.69,40.6,10.21,33.3,48.5,-0.403,0.069,-0.316,,
Aptos Solar Technology LLC,DNA-120-MF23-340W [Wht],UL 1703,340,318.2,Mono-c-Si,1.63,60,2,N,10.69,40.6,10.21,33.3,44.4,-0.348,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-120-BF26-360W,UL 61730,360,332,Mono-c-Si,1.76,60,2,N,11.26,40.3,10.72,33.6,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-120-MF26-360W,UL 61730,360,328.3,Mono-c-Si,1.76,60,2,N,11.24,40.6,10.66,33.8,48.4,-0.392,0.011,-0.278,,
Aptos Solar Technology LLC,DNA-120-BF26-365W,UL 61730,365,336.7,Mono-c-Si,1.76,60,2,N,11.28,40.6,10.75,34,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-120-MF26-365W,UL 61730,365,333.1,Mono-c-Si,1.76,60,2,N,11.36,40.7,10.75,34,48.4,-0.392,0.011,-0.278,,
Aptos Solar Technology LLC,DNA-120-BF26-370W,UL 61730,370,341.5,Mono-c-Si,1.76,60,2,N,11.3,40.9,10.84,34.2,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-120-MF26-370W,UL 61730,370,337.8,Mono-c-Si,1.76,60,2,N,11.51,40.8,10.87,34.1,48.4,-0.392,0.011,-0.278,,
Aptos Solar Technology LLC,DNA-144-BF23-390W,"UL 61730, UL 1703",390,361,Mono-c-Si,1.98,72,2,N,10.14,48.2,9.83,39.7,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-144-MF23-390W [Blk],UL 1703,390,353.5,Mono-c-Si,2.01,72,2,N,10.48,48.2,9.66,40.4,48.1,-0.415,0.049,-0.318,,
Aptos Solar Technology LLC,DNA-144-MF23-390W [Wht],UL 1703,390,364.4,Mono-c-Si,1.95,72,2,N,10.48,48.2,9.66,40.4,44.5,-0.349,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-144-BF23-395W,"UL 61730, UL 1703",395,365.8,Mono-c-Si,1.98,72,2,N,10.23,48.3,9.92,39.8,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-144-MF23-395W [Blk],UL 1703,395,358.2,Mono-c-Si,2.01,72,2,N,10.56,48.4,9.74,40.6,48.1,-0.415,0.049,-0.318,,
Aptos Solar Technology LLC,DNA-144-MF23-395W [Wht],UL 1703,395,369.1,Mono-c-Si,1.95,72,2,N,10.56,48.4,9.74,40.6,44.5,-0.349,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-144-BF23-400W,"UL 61730, UL 1703",400,370.5,Mono-c-Si,1.98,72,2,N,10.32,48.4,10,40,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-144-MF23-400W [Blk],UL 1703,400,362.9,Mono-c-Si,2.01,72,2,N,10.64,48.6,9.81,40.8,48.1,-0.415,0.049,-0.318,,
Aptos Solar Technology LLC,DNA-144-MF23-400W [Wht],UL 1703,400,373.9,Mono-c-Si,1.95,72,2,N,10.64,48.6,9.81,40.8,44.5,-0.349,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-144-BF23-405W,"UL 61730, UL 1703",405,375.3,Mono-c-Si,1.98,72,2,N,10.42,48.5,10.08,40.2,46.4,-0.358,0.046,-0.275,,
Aptos Solar Technology LLC,DNA-144-MF23-405W [Blk],UL 1703,405,367.6,Mono-c-Si,2.01,72,2,N,10.71,48.7,9.89,41,48.1,-0.415,0.049,-0.318,,
Aptos Solar Technology LLC,DNA-144-MF23-405W [Wht],UL 1703,405,378.7,Mono-c-Si,1.95,72,2,N,10.71,48.7,9.89,41,44.5,-0.349,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-144-BF23-410W,UL 1703,410,382.8,Mono-c-Si,1.95,72,2,N,10.51,48.6,10.16,40.4,44.5,-0.36,0.038,-0.277,,
Aptos Solar Technology LLC,DNA-144-MF23-410W [Blk],UL 1703,410,372.3,Mono-c-Si,2.01,72,2,N,10.79,48.9,9.97,41.1,48.1,-0.415,0.049,-0.318,,
Aptos Solar Technology LLC,DNA-144-MF23-410W [Wht],UL 1703,410,383.5,Mono-c-Si,1.95,72,2,N,10.79,48.9,9.97,41.1,44.5,-0.349,0.043,-0.267,,
Aptos Solar Technology LLC,DNA-144-BF23-415W,UL 1703,415,387.6,Mono-c-Si,1.95,72,2,N,10.61,48.6,10.25,40.5,44.5,-0.36,0.038,-0.277,,
Aptos Solar Technology LLC,DNA-144-BF26-430W,UL 61730,430,396.5,Mono-c-Si,2.1,72,2,N,10.85,49.2,10.36,41.5,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-144-MF26-430W [Blk],UL 61730,430,394.8,Mono-c-Si,2.1,72,2,N,11.19,49.5,10.6,40.6,47.4,-0.382,0.067,-0.302,,
Aptos Solar Technology LLC,DNA-144-MF26-430W [Wht],UL 61730,430,398.7,Mono-c-Si,2.1,72,2,N,11.19,49.5,10.6,40.6,44.9,-0.382,0.067,-0.302,,
Aptos Solar Technology LLC,DNA-144-BF26-435W,UL 61730,435,401.3,Mono-c-Si,2.1,72,2,N,10.92,49.4,10.42,41.8,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-144-MF26-435W [Blk],UL 61730,435,399.5,Mono-c-Si,2.1,72,2,N,11.26,49.7,10.67,40.8,47.4,-0.382,0.067,-0.302,,
Aptos Solar Technology LLC,DNA-144-MF26-435W [Wht],UL 61730,435,403.5,Mono-c-Si,2.1,72,2,N,11.26,49.7,10.67,40.8,44.9,-0.382,0.067,-0.302,,
Aptos Solar Technology LLC,DNA-144-BF26-440W,UL 61730,440,406,Mono-c-Si,2.1,72,2,N,11,49.6,10.48,42,47.2,-0.366,0.045,-0.293,,
Aptos Solar Technology LLC,DNA-144-MF26-440W [Blk],UL 61730,440,404.2,Mono-c-Si,2.1,72,2,N,11.33,49.9,10.74,41,47.4,-0.382,0.067,-0.302,,
Aptos Solar Technology LLC,DNA-144-MF26-440W [Wht],UL 61730,440,408.3,Mono-c-Si,2.1,72,2,N,11.33,49.9,10.74,41,44.9,-0.382,0.067,-0.302,,
AU Optronics,PM200M00_190,UL 1703,190,172.6,Mono-c-Si,1.296,48,1,N,8.6,30.23,8.07,24.01,45.1,-0.4301,0.07828,-0.3207,0.983,1.318
AU Optronics,PM200M00_195,UL 1703,195,177.3,Mono-c-Si,1.296,48,1,N,8.68,30.29,8.26,24.08,45.1,-0.4301,0.07828,-0.3207,0.983,1.318
AU Optronics,PM200M00_200,UL 1703,200,181.9,Mono-c-Si,1.296,48,1,N,8.76,30.35,8.38,24.14,45.1,-0.4301,0.07828,-0.3207,0.983,1.318
AU Optronics,PM200M00_205,UL 1703,205,186.6,Mono-c-Si,1.296,48,1,N,8.84,30.41,8.52,24.21,45.1,-0.4301,0.07828,-0.3207,0.983,1.318
AU Optronics,PM200M00_210,UL 1703,210,191.3,Mono-c-Si,1.296,48,1,N,8.92,30.47,8.67,24.28,45.1,-0.4301,0.07828,-0.3207,0.983,1.318
AU Optronics,PM220P00_215,UL 1703,215,192.7,Multi-c-Si,1.668,60,1,N,7.77,36.6,7.2,29.91,45.7,-0.461,0.059,-0.337,1,1.668
AU Optronics,PM220P02.0_215,UL 1703,215,185.5,Multi-c-Si,1.623,60,1,N,7.85,36.2,7.4,29.15,51.4,-0.4817,0.0678,-0.3598,0.992,1.636
AU Optronics,PM220P00.4_220,UL 1703,220,195.4,Multi-c-Si,1.585,60,1,N,7.85,36.9,7.28,30.2,47.4,-0.467,0.0121,-0.3128,0.968,1.636
AU Optronics,PM220P00_220,UL 1703,220,197.3,Multi-c-Si,1.668,60,1,N,7.85,36.9,7.28,30.2,45.7,-0.461,0.059,-0.337,1,1.668
AU Optronics,PM220P01.0_220,UL 1703,220,189.1,Multi-c-Si,1.624,60,1,N,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,0.995,1.632
AU Optronics,PM220P02.0_220,UL 1703,220,190,Multi-c-Si,1.623,60,1,N,8,36.24,7.53,29.24,51.4,-0.4817,0.0678,-0.3598,0.992,1.636
AU Optronics,PM060P00_225,UL 1703,225,202,Multi-c-Si,1.611,60,1,N,8.46,36.79,7.91,28.91,45.7,-0.461,0.059,-0.337,0.983,1.639
